ExecutionDate,ForecastDate,Horizon,RMSE_Row
1956-10-01,1961-01-01,51,0.14042452053692145
1956-10-01,1961-02-01,52,0.037411798039896915
1956-10-01,1961-03-01,53,0.019286807079527346
1956-10-01,1961-04-01,54,0.053707155148537744
1956-10-01,1961-05-01,55,0.03558292797433493
1956-10-01,1961-06-01,56,0.020924783830541305
1956-10-01,1961-07-01,57,0.12741014263972916
1956-10-01,1961-08-01,58,0.02248914040581962
1956-10-01,1961-09-01,59,0.06724215882932283
1956-10-01,1961-10-01,60,0.02868315331383009
1957-04-01,1957-05-01,1,0.1188833612850475
1957-04-01,1957-06-01,2,0.045962980909709295
1957-04-01,1957-07-01,3,0.07613116097973105
1957-04-01,1957-08-01,4,0.14917147796649877
1957-04-01,1957-09-01,5,0.30668423701803205
1957-04-01,1957-10-01,6,0.3542021632636896
1957-04-01,1957-11-01,7,0.10048194610611505
1957-04-01,1957-12-01,8,0.10328585249015987
1957-04-01,1958-01-01,9,0.6757016101107602
1957-04-01,1958-02-01,10,1.595613307020353
1957-04-01,1958-03-01,11,1.7628160746079218
1957-04-01,1958-04-01,12,1.9344194870865055
1957-04-01,1958-05-01,13,2.0880451475265946
1957-04-01,1958-06-01,14,2.162549501256458
